IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 4: Patient and family engagement,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_4_0_PATIENT_FAMILY_ENGAGEMENT,Patient safety strategy,4.1 Co-development of policies and programmes with patients,PATIENTSAFETY_STRATEGY_PS_4_1_CODEVELOPMENT_POLICIES_PROGRAMMES,,,,,,,4.62,,,,,,4.6,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 4: Patient and family engagement,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_4_0_PATIENT_FAMILY_ENGAGEMENT,Patient safety strategy,4.2 Learning from patient experience for safety improvement,PATIENTSAFETY_STRATEGY_PS_4_2_LEARNING_PATIENT_EXPERIENCE_IMPROVEMENT,,,,,,,4.71,,,,,,4.7,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 6: Information, research and risk  management",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_6_0_INFORMATION_RESEARCH_RISK_MANAGEMENT,Patient safety strategy,6.1 Patient safety incident reporting and learning systems,PATIENTSAFETY_STRATEGY_PS_6_1_PS_INCIDENT_REPORTING_LEARNING_SYSTEMS,,,,,,,4.94,,,,,,4.9,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 7: Synergy, partnership and solidarity",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_7_0_SYNERGY_PARTNERSHIP_SOLIDARITY,Patient safety strategy,7.5 Alignment with technical programmes and initiatives,PATIENTSAFETY_STRATEGY_PS_7_5_ALIGNMENT_WITH_TECHNICAL_PROGRAMMES,,,,,,,4.88,,,,,,4.9,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 2: High-reliability systems,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_2_0_HIGH_RELIABILITY_SYSTEMS,Patient safety strategy,"2.1. Transparency, openness and No blame culture",PATIENTSAFETY_STRATEGY_PS_2_1_TRANSPARENCY_NO_BLAME_CULTURE,,,,,,,4.98,,,,,,5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 5: Health worker education, skills  and safety",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_5_0_HEALTH_WORKER_EDUCATION,Patient safety strategy,5.1 Patient safety in professional education and training,PATIENTSAFETY_STRATEGY_PS_5_1_PS_PROFESSIONAL_EDUCATION_TRAINING,,,,,,,5,,,,,,5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 2: High-reliability systems,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_2_0_HIGH_RELIABILITY_SYSTEMS,Patient safety strategy,2.4 Human factors/ergonomics and physical safety,PATIENTSAFETY_STRATEGY_PS_2_4_HUMAN_FACTORS_PHYSICAL_SAFETY,,,,,,,5.09,,,,,,5.1,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 6: Information, research and risk  management",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_6_0_INFORMATION_RESEARCH_RISK_MANAGEMENT,Patient safety strategy,6.5 Digital technology for patient safety,PATIENTSAFETY_STRATEGY_PS_6_5_DIGITAL_TECHNOLOGY_PATIENT_SAFETY,,,,,,,5.07,,,,,,5.1,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 2: High-reliability systems,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_2_0_HIGH_RELIABILITY_SYSTEMS,Patient safety strategy,2.5. Patient safety in emergencies and settings of extreme adversity,PATIENTSAFETY_STRATEGY_PS_2_5_PATIENT_SAFETY_EMERGENCIES,,,,,,,5.3,,,,,,5.3,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 3: Safety of clinical  processes,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_3_0_SAFETY_OF_CLINICAL_PROCESSES,Patient safety strategy,3.1. Safety of risk-prone clinical procedures,PATIENTSAFETY_STRATEGY_PS_3_1_SAFETY_RISK_PRONE_PROCEDURES,,,,,,,5.35,,,,,,5.3,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 3: Safety of clinical  processes,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_3_0_SAFETY_OF_CLINICAL_PROCESSES,Patient safety strategy,3.5. Patient safety in primary care and transitions of care,PATIENTSAFETY_STRATEGY_PS_3_5_PATIENT_SAFETY_PRIMARY_CARE_TRANSITIONS,,,,,,,5.43,,,,,,5.4,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 3: Safety of clinical  processes,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_3_0_SAFETY_OF_CLINICAL_PROCESSES,Patient safety strategy,3.2. Global Patient Safety Challenge: Medication Without Harm,PATIENTSAFETY_STRATEGY_PS_3_2_PATIENT_SAFETY_MEDICATION,,,,,,,5.48,,,,,,5.5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 4: Patient and family engagement,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_4_0_PATIENT_FAMILY_ENGAGEMENT,Patient safety strategy,4.4 Patient safety incident disclosure to victims,PATIENTSAFETY_STRATEGY_PS_4_4_INCIDENT_DISCLOSURE_VICTIMS,,,,,,,5.49,,,,,,5.5,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,"Strategic objective 5: Health worker education, skills  and safety",PATIENTSAFETY_STRATEGICOBJECTIVE_PS_5_0_HEALTH_WORKER_EDUCATION,Patient safety strategy,5.5 Safe working environment for health workers,PATIENTSAFETY_STRATEGY_PS_5_5_SAFE_WORKING_ENVIRONMENT_HEALTH_WORKERS,,,,,,,5.59,,,,,,5.6,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 2: High-reliability systems,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_2_0_HIGH_RELIABILITY_SYSTEMS,Patient safety strategy,2.2. Good governance for the health care system,PATIENTSAFETY_STRATEGY_PS_2_2_GOOD_GOVERNANCE_HEALTHCARE,,,,,,,5.9,,,,,,5.9,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 1: Policies to eliminate avoidable harm in health care,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_1_0_POLICIES_TO_ELIMINATE_HARM,Patient safety strategy,1.5. World Patient Safety Day and Global Patient Safety Challenges,PATIENTSAFETY_STRATEGY_PS_1_5_WORLD_PATIENT_SAFETY_DAY,,,,,,,6.09,,,,,,6.1,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 1: Policies to eliminate avoidable harm in health care,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_1_0_POLICIES_TO_ELIMINATE_HARM,Patient safety strategy,"1.1. Patient safety policy, strategy and implementation framework",PATIENTSAFETY_STRATEGY_PS_1_1_POLICY_STRATEGY_IMPL,,,,,,,6.23,,,,,,6.2,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 1: Policies to eliminate avoidable harm in health care,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_1_0_POLICIES_TO_ELIMINATE_HARM,Patient safety strategy,1.3. Protective legislative measures,PATIENTSAFETY_STRATEGY_PS_1_3_LEGISLATIVE_MEASURES,,,,,,,6.93,,,,,,6.9,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 1: Policies to eliminate avoidable harm in health care,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_1_0_POLICIES_TO_ELIMINATE_HARM,Patient safety strategy,"1.4. Safety standards, regulation and accreditation",PATIENTSAFETY_STRATEGY_PS_1_4_STANDARDS_REGULATION_ACCREDITATION,,,,,,,7.13,,,,,,7.1,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 3: Safety of clinical  processes,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_3_0_SAFETY_OF_CLINICAL_PROCESSES,Patient safety strategy,3.3. Infection prevention and control and antimicrobial resistance,PATIENTSAFETY_STRATEGY_PS_3_3_INFECTION_PREVENTION_CONTROL,,,,,,,7.19,,,,,,7.2,,,EN,2024-05-27T21:00:00.000Z
PATIENTSAFETY_STRATEGYSCORE,Patient safety strategy score,numeric,GLOBAL,Global,Global,GLOBAL,Global,Year,2023,true,Patient safety strategic objective,Strategic objective 3: Safety of clinical  processes,PATIENTSAFETY_STRATEGICOBJECTIVE_PS_3_0_SAFETY_OF_CLINICAL_PROCESSES,Patient safety strategy,"3.4. Safety of medical devices, medicines, blood and vaccines",PATIENTSAFETY_STRATEGY_PS_3_4_SAFETY_MEDICAL_DEVICES_MEDICINES,,,,,,,8.16,,,,,,8.2,,,EN,2024-05-27T21:00:00.000Z
